"route_id,source_area,temple_name,temple_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,tourist_friendly,description"
"VZT000001,Gajuwaka,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,28,APSRTC Special,""Gajuwaka, RTC Complex, One Town"",46.3,2 hr 23 mins,Rs.35,05:30,22:00,30,0.6,No,""APSRTC 28 from Gajuwaka to Shri Kanaka Maha Lakshmi Temple at One Town. Via Gajuwaka, RTC Complex, One Town. Distance ~46.3 km, approx 2 hr 23 mins."""
"VZT000012,Asilmetta,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,28A,City Bus,""Asilmetta, RTC Complex, One Town"",7.0,26 mins,Rs.15,05:30,22:00,15,0.4,No,""APSRTC 28A from Asilmetta to Shri Kanaka Maha Lakshmi Temple at One Town. Via Asilmetta, RTC Complex, One Town. Distance ~7.0 km, approx 26 mins."""
"VZT000013,Railway Station,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,28RS,City Bus,""Railway Station, RTC Complex, One Town"",3.1,14 mins,Rs.12,05:30,22:00,10,0.4,No,""APSRTC 28RS from Railway Station to Shri Kanaka Maha Lakshmi Temple at One Town. Via Railway Station, RTC Complex, One Town. Distance ~3.1 km, approx 14 mins."""
"VZT000014,RTC Complex,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,28RTC,City Bus,""RTC Complex, RTC Complex, One Town"",4.9,19 mins,Rs.12,05:30,22:00,10,0.4,No,""APSRTC 28RTC from RTC Complex to Shri Kanaka Maha Lakshmi Temple at One Town. Via RTC Complex, RTC Complex, One Town. Distance ~4.9 km, approx 19 mins."""
"VZT000015,Airport,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,38A,APSRTC Special,""Airport, RTC Complex, One Town"",38.0,1 hr 59 mins,Rs.35,05:30,22:00,30,0.6,No,""APSRTC 38A from Airport to Shri Kanaka Maha Lakshmi Temple at One Town. Via Airport, RTC Complex, One Town. Distance ~38.0 km, approx 1 hr 59 mins."""
"VZT000016,Pendurthi,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,39P,APSRTC Special,""Pendurthi, RTC Complex, One Town"",50.8,2 hr 37 mins,Rs.35,05:30,22:00,30,0.6,No,""APSRTC 39P from Pendurthi to Shri Kanaka Maha Lakshmi Temple at One Town. Via Pendurthi, RTC Complex, One Town. Distance ~50.8 km, approx 2 hr 37 mins."""
"VZT000017,Gopalapatnam,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,39G,APSRTC Special,""Gopalapatnam, RTC Complex, One Town"",30.9,1 hr 37 mins,Rs.35,05:30,22:00,30,0.6,No,""APSRTC 39G from Gopalapatnam to Shri Kanaka Maha Lakshmi Temple at One Town. Via Gopalapatnam, RTC Complex, One Town. Distance ~30.9 km, approx 1 hr 37 mins."""
"VZT000018,Kurmannapalem,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,39K,APSRTC Special,""Kurmannapalem, RTC Complex, One Town"",35.2,1 hr 50 mins,Rs.35,05:30,22:00,30,0.6,No,""APSRTC 39K from Kurmannapalem to Shri Kanaka Maha Lakshmi Temple at One Town. Via Kurmannapalem, RTC Complex, One Town. Distance ~35.2 km, approx 1 hr 50 mins."""
"VZT000019,Auto Nagar,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,400,APSRTC Special,""Auto Nagar, RTC Complex, One Town"",37.5,1 hr 57 mins,Rs.35,05:30,22:00,30,0.6,No,""APSRTC 400 from Auto Nagar to Shri Kanaka Maha Lakshmi Temple at One Town. Via Auto Nagar, RTC Complex, One Town. Distance ~37.5 km, approx 1 hr 57 mins."""
"VZT000020,Steel Plant,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,400SP,APSRTC Special,""Steel Plant, RTC Complex, One Town"",41.9,2 hr 10 mins,Rs.35,05:30,22:00,30,0.6,No,""APSRTC 400SP from Steel Plant to Shri Kanaka Maha Lakshmi Temple at One Town. Via Steel Plant, RTC Complex, One Town. Distance ~41.9 km, approx 2 hr 10 mins."""
"VZT000021,Scindia,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,28SC,City Bus,""Scindia, RTC Complex, One Town"",2.2,11 mins,Rs.10,05:30,22:00,10,0.2,No,""APSRTC 28SC from Scindia to Shri Kanaka Maha Lakshmi Temple at One Town. Via Scindia, RTC Complex, One Town. Distance ~2.2 km, approx 11 mins."""
"VZT000022,One Town,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,28OT,City Bus,""One Town, RTC Complex, One Town"",1.5,9 mins,Rs.10,05:30,22:00,10,0.2,No,""APSRTC 28OT from One Town to Shri Kanaka Maha Lakshmi Temple at One Town. Via One Town, RTC Complex, One Town. Distance ~1.5 km, approx 9 mins."""
"VZT000023,Poorna Market,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,28PM2,City Bus,""Poorna Market, RTC Complex, One Town"",3.1,14 mins,Rs.12,05:30,22:00,10,0.4,No,""APSRTC 28PM2 from Poorna Market to Shri Kanaka Maha Lakshmi Temple at One Town. Via Poorna Market, RTC Complex, One Town. Distance ~3.1 km, approx 14 mins."""
"VZT000024,RK Beach,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,28RK,Semi-Express,""RK Beach, RTC Complex, One Town"",20.3,1 hr 5 mins,Rs.30,05:30,22:00,30,0.6,No,""APSRTC 28RK from RK Beach to Shri Kanaka Maha Lakshmi Temple at One Town. Via RK Beach, RTC Complex, One Town. Distance ~20.3 km, approx 1 hr 5 mins."""
"VZT000025,Rushikonda,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,99R,APSRTC Special,""Rushikonda, RTC Complex, One Town"",48.7,2 hr 31 mins,Rs.35,06:00,21:00,30,0.6,No,""APSRTC 99R from Rushikonda to Shri Kanaka Maha Lakshmi Temple at One Town. Via Rushikonda, RTC Complex, One Town. Distance ~48.7 km, approx 2 hr 31 mins."""
"VZT000026,Lawson's Bay,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,28LB,Semi-Express,""Lawson's Bay, RTC Complex, One Town"",29.9,1 hr 34 mins,Rs.35,05:30,22:00,30,0.6,No,""APSRTC 28LB from Lawson's Bay to Shri Kanaka Maha Lakshmi Temple at One Town. Via Lawson's Bay, RTC Complex, One Town. Distance ~29.9 km, approx 1 hr 34 mins."""
"VZT000027,Hanumanthuwaka,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,28H,City Express,""Hanumanthuwaka, RTC Complex, One Town"",12.8,43 mins,Rs.20,05:30,22:00,20,0.6,No,""APSRTC 28H from Hanumanthuwaka to Shri Kanaka Maha Lakshmi Temple at One Town. Via Hanumanthuwaka, RTC Complex, One Town. Distance ~12.8 km, approx 43 mins."""
"VZT000028,Arilova,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,99AR,APSRTC Special,""Arilova, RTC Complex, One Town"",34.8,1 hr 49 mins,Rs.35,05:30,22:00,30,0.6,No,""APSRTC 99AR from Arilova to Shri Kanaka Maha Lakshmi Temple at One Town. Via Arilova, RTC Complex, One Town. Distance ~34.8 km, approx 1 hr 49 mins."""
"VZT000029,Beach Road,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,28BR,Semi-Express,""Beach Road, RTC Complex, One Town"",20.3,1 hr 5 mins,Rs.30,05:30,22:00,30,0.6,No,""APSRTC 28BR from Beach Road to Shri Kanaka Maha Lakshmi Temple at One Town. Via Beach Road, RTC Complex, One Town. Distance ~20.3 km, approx 1 hr 5 mins."""
"VZT000030,Kailasagiri,Shri Kanaka Maha Lakshmi Temple,One Town,Kurupam Market,28KG,Semi-Express,""Kailasagiri, RTC Complex, One Town"",26.5,1 hr 24 mins,Rs.35,06:00,21:00,30,0.6,No,""APSRTC 28KG from Kailasagiri to Shri Kanaka Maha Lakshmi Temple at One Town. Via Kailasagiri, RTC Complex, One Town. Distance ~26.5 km, approx 1 hr 24 mins."""
"VZT000031,Gajuwaka,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28,APSRTC Special,""Gajuwaka, Dondaparthy, Jagadamba Centre"",45.4,2 hr 21 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 28 from Gajuwaka to Sri Sampath Vinayaka Temple at Jagadamba. Via Gajuwaka, Dondaparthy, Jagadamba Centre. Distance ~45.4 km, approx 2 hr 21 mins."""
"VZT000032,Kommadi,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,39K,APSRTC Special,""Kommadi, Dondaparthy, Jagadamba Centre"",35.3,1 hr 50 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 39K from Kommadi to Sri Sampath Vinayaka Temple at Jagadamba. Via Kommadi, Dondaparthy, Jagadamba Centre. Distance ~35.3 km, approx 1 hr 50 mins."""
"VZT000033,Madhurawada,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,99,APSRTC Special,""Madhurawada, Dondaparthy, Jagadamba Centre"",39.6,2 hr 3 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 99 from Madhurawada to Sri Sampath Vinayaka Temple at Jagadamba. Via Madhurawada, Dondaparthy, Jagadamba Centre. Distance ~39.6 km, approx 2 hr 3 mins."""
"VZT000034,PM Palem,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,99PM,APSRTC Special,""PM Palem, Dondaparthy, Jagadamba Centre"",44.0,2 hr 17 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 99PM from PM Palem to Sri Sampath Vinayaka Temple at Jagadamba. Via PM Palem, Dondaparthy, Jagadamba Centre. Distance ~44.0 km, approx 2 hr 17 mins."""
"VZT000035,MVP Colony,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,29,City Bus,""MVP Colony, Dondaparthy, Jagadamba Centre"",7.9,28 mins,Rs.15,05:00,23:00,15,0.4,No,""APSRTC 29 from MVP Colony to Sri Sampath Vinayaka Temple at Jagadamba. Via MVP Colony, Dondaparthy, Jagadamba Centre. Distance ~7.9 km, approx 28 mins."""
"VZT000036,Siripuram,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,29S,City Bus,""Siripuram, Dondaparthy, Jagadamba Centre"",7.0,26 mins,Rs.15,05:00,23:00,15,0.4,No,""APSRTC 29S from Siripuram to Sri Sampath Vinayaka Temple at Jagadamba. Via Siripuram, Dondaparthy, Jagadamba Centre. Distance ~7.0 km, approx 26 mins."""
"VZT000037,Dwaraka Nagar,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,29D,City Bus,""Dwaraka Nagar, Dondaparthy, Jagadamba Centre"",4.9,19 mins,Rs.12,05:00,23:00,10,0.4,No,""APSRTC 29D from Dwaraka Nagar to Sri Sampath Vinayaka Temple at Jagadamba. Via Dwaraka Nagar, Dondaparthy, Jagadamba Centre. Distance ~4.9 km, approx 19 mins."""
"VZT000038,Maddilapalem,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28M,City Bus,""Maddilapalem, Dondaparthy, Jagadamba Centre"",4.9,19 mins,Rs.12,05:00,23:00,10,0.4,No,""APSRTC 28M from Maddilapalem to Sri Sampath Vinayaka Temple at Jagadamba. Via Maddilapalem, Dondaparthy, Jagadamba Centre. Distance ~4.9 km, approx 19 mins."""
"VZT000039,NAD Junction,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,39,Semi-Express,""NAD Junction, Dondaparthy, Jagadamba Centre"",27.8,1 hr 28 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 39 from NAD Junction to Sri Sampath Vinayaka Temple at Jagadamba. Via NAD Junction, Dondaparthy, Jagadamba Centre. Distance ~27.8 km, approx 1 hr 28 mins."""
"VZT000040,Seethammadhara,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28,City Bus,""Seethammadhara, Dondaparthy, Jagadamba Centre"",4.9,19 mins,Rs.12,05:00,23:00,10,0.4,No,""APSRTC 28 from Seethammadhara to Sri Sampath Vinayaka Temple at Jagadamba. Via Seethammadhara, Dondaparthy, Jagadamba Centre. Distance ~4.9 km, approx 19 mins."""
"VZT000041,Jagadamba,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28J,City Bus,""Jagadamba, Dondaparthy, Jagadamba Centre"",1.5,9 mins,Rs.10,05:00,23:00,10,0.2,No,""APSRTC 28J from Jagadamba to Sri Sampath Vinayaka Temple at Jagadamba. Via Jagadamba, Dondaparthy, Jagadamba Centre. Distance ~1.5 km, approx 9 mins."""
"VZT000042,Asilmetta,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28A,City Bus,""Asilmetta, Dondaparthy, Jagadamba Centre"",2.2,11 mins,Rs.10,05:00,23:00,10,0.2,No,""APSRTC 28A from Asilmetta to Sri Sampath Vinayaka Temple at Jagadamba. Via Asilmetta, Dondaparthy, Jagadamba Centre. Distance ~2.2 km, approx 11 mins."""
"VZT000043,Railway Station,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28RS,City Bus,""Railway Station, Dondaparthy, Jagadamba Centre"",6.6,24 mins,Rs.15,05:00,23:00,15,0.4,No,""APSRTC 28RS from Railway Station to Sri Sampath Vinayaka Temple at Jagadamba. Via Railway Station, Dondaparthy, Jagadamba Centre. Distance ~6.6 km, approx 24 mins."""
"VZT000044,RTC Complex,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28RTC,City Bus,""RTC Complex, Dondaparthy, Jagadamba Centre"",4.4,18 mins,Rs.12,05:00,23:00,10,0.4,No,""APSRTC 28RTC from RTC Complex to Sri Sampath Vinayaka Temple at Jagadamba. Via RTC Complex, Dondaparthy, Jagadamba Centre. Distance ~4.4 km, approx 18 mins."""
"VZT000045,Airport,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,38A,APSRTC Special,""Airport, Dondaparthy, Jagadamba Centre"",35.3,1 hr 50 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 38A from Airport to Sri Sampath Vinayaka Temple at Jagadamba. Via Airport, Dondaparthy, Jagadamba Centre. Distance ~35.3 km, approx 1 hr 50 mins."""
"VZT000046,Pendurthi,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,39P,APSRTC Special,""Pendurthi, Dondaparthy, Jagadamba Centre"",48.6,2 hr 30 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 39P from Pendurthi to Sri Sampath Vinayaka Temple at Jagadamba. Via Pendurthi, Dondaparthy, Jagadamba Centre. Distance ~48.6 km, approx 2 hr 30 mins."""
"VZT000047,Gopalapatnam,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,39G,Semi-Express,""Gopalapatnam, Dondaparthy, Jagadamba Centre"",29.4,1 hr 33 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 39G from Gopalapatnam to Sri Sampath Vinayaka Temple at Jagadamba. Via Gopalapatnam, Dondaparthy, Jagadamba Centre. Distance ~29.4 km, approx 1 hr 33 mins."""
"VZT000048,Kurmannapalem,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,39K,APSRTC Special,""Kurmannapalem, Dondaparthy, Jagadamba Centre"",34.2,1 hr 47 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 39K from Kurmannapalem to Sri Sampath Vinayaka Temple at Jagadamba. Via Kurmannapalem, Dondaparthy, Jagadamba Centre. Distance ~34.2 km, approx 1 hr 47 mins."""
"VZT000049,Auto Nagar,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,400,APSRTC Special,""Auto Nagar, Dondaparthy, Jagadamba Centre"",36.9,1 hr 55 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 400 from Auto Nagar to Sri Sampath Vinayaka Temple at Jagadamba. Via Auto Nagar, Dondaparthy, Jagadamba Centre. Distance ~36.9 km, approx 1 hr 55 mins."""
"VZT000050,Steel Plant,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,400SP,APSRTC Special,""Steel Plant, Dondaparthy, Jagadamba Centre"",41.1,2 hr 8 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 400SP from Steel Plant to Sri Sampath Vinayaka Temple at Jagadamba. Via Steel Plant, Dondaparthy, Jagadamba Centre. Distance ~41.1 km, approx 2 hr 8 mins."""
"VZT000051,Scindia,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28SC,City Bus,""Scindia, Dondaparthy, Jagadamba Centre"",7.0,26 mins,Rs.15,05:00,23:00,15,0.4,No,""APSRTC 28SC from Scindia to Sri Sampath Vinayaka Temple at Jagadamba. Via Scindia, Dondaparthy, Jagadamba Centre. Distance ~7.0 km, approx 26 mins."""
"VZT000052,One Town,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28OT,City Express,""One Town, Dondaparthy, Jagadamba Centre"",9.1,32 mins,Rs.15,05:00,23:00,15,0.4,No,""APSRTC 28OT from One Town to Sri Sampath Vinayaka Temple at Jagadamba. Via One Town, Dondaparthy, Jagadamba Centre. Distance ~9.1 km, approx 32 mins."""
"VZT000053,Poorna Market,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28PM2,City Bus,""Poorna Market, Dondaparthy, Jagadamba Centre"",7.9,28 mins,Rs.15,05:00,23:00,15,0.4,No,""APSRTC 28PM2 from Poorna Market to Sri Sampath Vinayaka Temple at Jagadamba. Via Poorna Market, Dondaparthy, Jagadamba Centre. Distance ~7.9 km, approx 28 mins."""
"VZT000054,RK Beach,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28RK,City Express,""RK Beach, Dondaparthy, Jagadamba Centre"",12.8,43 mins,Rs.20,05:00,23:00,20,0.6,No,""APSRTC 28RK from RK Beach to Sri Sampath Vinayaka Temple at Jagadamba. Via RK Beach, Dondaparthy, Jagadamba Centre. Distance ~12.8 km, approx 43 mins."""
"VZT000055,Rushikonda,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,99R,APSRTC Special,""Rushikonda, Dondaparthy, Jagadamba Centre"",44.5,2 hr 18 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 99R from Rushikonda to Sri Sampath Vinayaka Temple at Jagadamba. Via Rushikonda, Dondaparthy, Jagadamba Centre. Distance ~44.5 km, approx 2 hr 18 mins."""
"VZT000056,Lawson's Bay,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28LB,Semi-Express,""Lawson's Bay, Dondaparthy, Jagadamba Centre"",23.7,1 hr 16 mins,Rs.30,05:00,23:00,30,0.6,No,""APSRTC 28LB from Lawson's Bay to Sri Sampath Vinayaka Temple at Jagadamba. Via Lawson's Bay, Dondaparthy, Jagadamba Centre. Distance ~23.7 km, approx 1 hr 16 mins."""
"VZT000057,Hanumanthuwaka,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28H,City Express,""Hanumanthuwaka, Dondaparthy, Jagadamba Centre"",9.1,32 mins,Rs.15,05:00,23:00,15,0.4,No,""APSRTC 28H from Hanumanthuwaka to Sri Sampath Vinayaka Temple at Jagadamba. Via Hanumanthuwaka, Dondaparthy, Jagadamba Centre. Distance ~9.1 km, approx 32 mins."""
"VZT000058,Arilova,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,99AR,APSRTC Special,""Arilova, Dondaparthy, Jagadamba Centre"",30.9,1 hr 37 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 99AR from Arilova to Sri Sampath Vinayaka Temple at Jagadamba. Via Arilova, Dondaparthy, Jagadamba Centre. Distance ~30.9 km, approx 1 hr 37 mins."""
"VZT000059,Beach Road,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28BR,City Express,""Beach Road, Dondaparthy, Jagadamba Centre"",12.8,43 mins,Rs.20,05:00,23:00,20,0.6,No,""APSRTC 28BR from Beach Road to Sri Sampath Vinayaka Temple at Jagadamba. Via Beach Road, Dondaparthy, Jagadamba Centre. Distance ~12.8 km, approx 43 mins."""
"VZT000060,Kailasagiri,Sri Sampath Vinayaka Temple,Jagadamba,Jagadamba Centre,28KG,Semi-Express,""Kailasagiri, Dondaparthy, Jagadamba Centre"",19.7,1 hr 4 mins,Rs.25,05:00,23:00,30,0.6,No,""APSRTC 28KG from Kailasagiri to Sri Sampath Vinayaka Temple at Jagadamba. Via Kailasagiri, Dondaparthy, Jagadamba Centre. Distance ~19.7 km, approx 1 hr 4 mins."""
"VZT000061,Gajuwaka,Sri Satyanarayana Swamy Temple,Jagadamba,Jagadamba Centre,28,APSRTC Special,""Gajuwaka, Dondaparthy, Jagadamba Centre"",45.4,2 hr 21 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 28 from Gajuwaka to Sri Satyanarayana Swamy Temple at Jagadamba. Via Gajuwaka, Dondaparthy, Jagadamba Centre. Distance ~45.4 km, approx 2 hr 21 mins."""
"VZT000062,Kommadi,Sri Satyanarayana Swamy Temple,Jagadamba,Jagadamba Centre,39K,APSRTC Special,""Kommadi, Dondaparthy, Jagadamba Centre"",35.3,1 hr 50 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 39K from Kommadi to Sri Satyanarayana Swamy Temple at Jagadamba. Via Kommadi, Dondaparthy, Jagadamba Centre. Distance ~35.3 km, approx 1 hr 50 mins."""
"VZT000063,Madhurawada,Sri Satyanarayana Swamy Temple,Jagadamba,Jagadamba Centre,99,APSRTC Special,""Madhurawada, Dondaparthy, Jagadamba Centre"",39.6,2 hr 3 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 99 from Madhurawada to Sri Satyanarayana Swamy Temple at Jagadamba. Via Madhurawada, Dondaparthy, Jagadamba Centre. Distance ~39.6 km, approx 2 hr 3 mins."""
"VZT000064,PM Palem,Sri Satyanarayana Swamy Temple,Jagadamba,Jagadamba Centre,99PM,APSRTC Special,""PM Palem, Dondaparthy, Jagadamba Centre"",44.0,2 hr 17 mins,Rs.35,05:00,23:00,30,0.6,No,""APSRTC 99PM from PM Palem to Sri Satyanarayana Swamy Temple at Jagadamba. Via PM Palem, Dondaparthy, Jagadamba Centre. Distance ~44.0 km, approx 2 hr 17 mins."""
"VZT000065,MVP Colony,Sri Satyanarayana Swamy Temple,Jagadamba,Jagadamba Centre,29,City Bus,""MVP Colony, Dondaparthy, Jagadamba Centre"",7.9,28 mins,Rs.15,05:00,23:00,15,0.4,No,""APSRTC 29 from MVP Colony to Sri Satyanarayana Swamy Temple at Jagadamba. Via MVP Colony, Dondaparthy, Jagadamba Centre. Distance ~7.9 km, approx 28 mins."""
"VZT000066,Siripuram,Sri Satyanarayana Swamy Temple,Jagadamba,Jagadamba Centre,29S,City Bus,""Siripuram, Dondaparthy, Jagadamba Centre"",7.0,26 mins,Rs.15,05:00,23:00,15,0.4,No,""APSRTC 29S from Siripuram to Sri Satyanarayana Swamy Temple at Jagadamba. Via Siripuram, Dondaparthy, Jagadamba Centre. Distance ~7.0 km, approx 26 mins."""
